Description,Price
"I have a 2018 Toyota RAV4 GX, a white 2018 Toyota RAV4 GX, used. It's an automatic with a 2L engine, front-wheel drive, and has clocked 134158 km.",24950
"I am looking at a used 2011 Toyota Hilux Ute / Tray. It features a 2.7 L, 4 cyl engine, automatic, rear drive, with 3 seats.",14990
"I have a 2023 GWM Tank 300 Ultra Petrol DEMO, orange with a black interior. It's an automatic with a 2L engine, 4 cyl engine, and has clocked 228,8 km.",51585
"I am looking at a 2013 Volkswagen Polo 77 TSI Comfortline. White hatchback, grey interior, automatic, 1.2 L, 4 cyl engine, with 155446 kilometers.",10995
"2014 Ford Mondeo LX hatchback, black exterior, black interior, automatic transmission, 2.3 L, 4 cyl engine, with a mileage of 206993 km.",6880
"I have a 2010 Nissan X-Trail TS, a white SUV with black interior. It's an automatic with a 2L engine, 4 cyl engine, and has clocked 214466 km.",12990
"I am looking at a used 2012 Toyota HiAce LWB, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 3 L, 4-cylinder.",26900
"I have a 2022 LDV T60 Mega TUB, white with a diesel 2L engine, 4 cyl engine, and 1256 km on the odometer.",44288
"2006 Mazda 3 MPS hatchback, red, with a black interior, automatic transmission, 2.3 L, 4 cyl engine, and 220156 km on the odometer.",14880
"I am looking at a used 2021 LDV T60 PRO, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 23773 km.",28980
"I am looking at a used 2019 BMW M2 Competition, silver with a black interior. It's a used model, with a 3 L, 6 cyl engine, rear drive, and has covered 62773 km.",81888
"I am looking at a used 1999 Toyota Landcruiser GXL, white, diesel. It features a 4.2L engine, automatic, and has covered 394167 km.",22999
"I have a 2012 Ford Ranger XL 2.2L 4 cyl, automatic, rear-wheel drive, grey color, black interior, used with 283047 km driven.",24995
"A sleek 2017 Audi A7 S/Back comes with an automatic gearbox, 3 L diesel, and AWD. It's a used model, with 61612 kilometers on it.",54880
"I am looking at a used 2016 Toyota HiAce, silver, black. It's an automatic with a rear drive, and has 172272 km on the odometer.",30900
"I have a 2007 Toyota Tarago Ultima V6, a white convertible with cream interior. It's an automatic with a 3.5 L, 6 cyl engine, and has clocked 209970 km.",15990
"There is a used 2015 Holden Colorado Z71 in white, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, 4 doors, 5 seats.",35888
"I have a 2012 Land Rover Range Rover Evoque SI4 Pure, white with a grey interior. It's a 4-cylinder, 2L engine, automatic, and has clocked 107036 km.",30990
"I have a 2012 Ford Transit, a white commercial vehicle with a 2.4 L, 4 cyl engine and rear drive. It's an automatic with 6 seats, 6 seats.",19995
"I have a 2019 Mercedes-Benz GLC300 4Matic, black exterior and black interior. It's a 4-door SUV with a 2L engine, automatic, and AWD. It's clocked 71997 km.",64990
"I have a 2003 Toyota Landcruiser Prado Grande, a used model with an automatic transmission. It's a 4-cylinder, 4-cylinder engine, and has 336271 km on the odometer.",13990
"I have a 2011 Holden Captiva LX, a white SUV with an automatic transmission, 3.2L engine, and 148451 km on the odometer.",9800
"I have a 2021 Jaguar F-Pace SVR, a used black SUV with an automatic transmission. It's a 5-liter, 4-cylinder engine, and has clocked 38146 km.",149888
"I have a 2018 Volvo XC60 T5 Momentum, a black 2018 Volvo XC60 T5 Momentum, SUV with an automatic transmission, 2L engine, and 73048 km on the odometer.",43990
"I am looking at a 2022 Toyota Landcruiser Prado Kakadu. It's a used model, with a black interior, and has clocked 11647 km.",116837
"I have a 2011 Mercedes-Benz ML350, a used black SUV with an automatic transmission. It's equipped with a 3.5L engine and has covered 92715 km.",22945
"A 2017 Toyota RAV4 Cruiser, silver with a black interior, 2.5L 4 cyl engine, automatic, AWD, and 118937 km on the odometer.",29999
"I have a 2021 Mitsubishi ASX ES, a used white SUV with an automatic transmission. It's a front-wheel drive with just 4 cyl engine and has clocked 48932 km.",27990
"I am looking at a 2014 Mazda 3 NEO, a silver exterior with black interior. It's a 4-door sedan with a 2 L, 4 cyl engine, and has 148421 km.",14880
"I have a 2014 Nissan Juke ST, a red hatchback with black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 116603 km on the odometer.",19880
"A 2023 Audi Alto Artarmon New Cars, black with a black interior, 1.5L 4 cyl engine, rear-wheel drive, automatic, with 2100 km on it.",51288
"I have a 2023 BMW 218I M Sport Gran Coupe, 218I M Sport, 1.5L 3 cyl, automatic, rear-wheel drive, grey color, used with 1589 km driven.",66900
"It's a 2006 Holden Rodeo LX, white, 3.6 L, 4 cyl, manual, 4-door, 5-seat, with 283736 kilometers.",10950
"I have a 2011 Holden Colorado RC LT-R Utility Cab, white with white interior, used. It's an automatic with a diesel engine, and has clocked 254784 km.",17800
"I am looking at a red Nissan Outlander LS (4X2), a used SUV with an efficient 2L engine and automatic transmission. It's a front-wheel drive with just 94701 km on the odometer.",22776
"I have a 2005 Toyota HiAce LWB commercial, 4-door with a 2.7 L, 4-cylinder engine, rear drive, in white. It's an automatic with just 415181 km.",10995
"I have a 2005 Toyota Echo Rush, a sleek hatchback. It's an automatic with a 1.3 L, 4 cyl engine, and has clocked 220905 km.",6990
"I have a 2018 Hyundai Kona Elite, a sleek white 2018 Hyundai Kona Elite. It's an automatic with a 1.6L engine, AWD, and has 76436 km on the odometer.",28990
"I am looking at a used 2013 Hyundai Imax Wagon. Silver with a black interior, 2.5L 4 cyl diesel engine, automatic, rear drive, with 137282 km.",22990
"There's a used 2020 Mercedes-Benz C63 S Coupe in the lot, white exterior, black interior, 4 L, 8 cyl engine, automatic, rear drive, with 25107 km on it.",158880
There is a used 2005 Land Rover Discovery HSE in black. it's a used model with an automatic transmission and has logged 284510 km. the engine's specifications are not listed.,13995
"I am looking at a used 2016 Holden Colorado LS. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 98030 km.",29999
"I have a 2013 Volkswagen Tiguan 155 TSI, a black SUV with an automatic transmission. It's equipped with a 2L 4-cylinder engine and has covered 93662 km.",16999
"I am looking at a used 2020 Lexus UX200 SUV, black with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 20747 km.",49900
"There's a used 2014 Subaru Liberty Wagon in white available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 274000 km.",10999
"I have a 2015 BMW X6 X6 Xdrive 30D, black SUV with a 3 L, 4-cylinder engine, automatic, and AWD. It's clocked 75416 km.",53888
"A 2013 Ford Ranger XL 3.2L diesel engine, white with a black interior, 3.2L diesel engine, automatic transmission, 282575 km on the odometer.",19990
"I am looking at a used 2018 Ram 1500 Express. It features a 5.7 L, 8 cyl engine, automatic, and has covered 91411,511 km.",88800
"I am looking at a 2023 Toyota Landcruiser Prado Kakadu. It's a used model, with a black interior, and has clocked 7 seats.",109990
"I have a 2018 Kia Picanto GT-Line, a hatchback in black with a black interior. It's an automatic with a 1.2 L, 4 cyl engine, and has 77871 km on the odometer.",19880
"I am looking at a 2009 Toyota HiAce, silver, used. It comes with an automatic gearbox and has traveled 185043 km. The engine's specifications are not listed.",25900
"I have a 2012 Ford Focus Ambiente, a blue hatchback with black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 90730 km on the odometer.",12995
"I have a 2013 Mazda 2 Maxx, a blue hatchback with grey interior. It's an automatic with a 1.5 L, 4 cyl engine, and has 55,735 km.",14990
"A used 2020 Mercedes-Benz S-Class Hybrid, grey with a black interior, used. It's an automatic with 81948 km, and has traveled 81948 km.",99888
"I have a 2016 Toyota RAV4 GX, white with a white interior. It's an automatic with a 2L engine, front-wheel drive, and has 137479 km on the odometer.",25990
"I have a 2015 Mazda 3 SP25 GT hatchback, white exterior, black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has 55,815 km.",22880
"I have a 2017 Volkswagen Transporter TDI 400 SWB LOW, white with a white interior. It's a 4-cylinder, 2 L diesel, automatic, with 273970 km.",23500
"I am looking at a used 2006 Toyota Hilux SR5. it's a white SUV with an automatic transmission, 4 L, 4 cyl engine, and 334566 km on the clock.",19990
"I have a 2018 Hyundai Santa FE Active X, a black 2018 Hyundai Santa FE Active X, used. It's an automatic with a 3.3L engine, front-wheel drive, and has clocked 103102 km.",27999
"I have a 2016 Land Rover Range Rover Sport 3.0 SE, white with a diesel 3L engine, automatic, and AWD. It's a 4-seater SUV with 90865 kilometers.",59800
"I have a 2020 Hyundai I30 GO hatchback, white exterior, grey interior. It's an automatic with a 2 L, 4-cylinder engine, front-wheel drive, and has clocked 40488 km.",24000
"I have a 2019 Toyota Camry Ascent, white with black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has 99437 km on the odometer.",34900
"I have a 2014 Holden Captiva 7 LTZ, grey hatchback with black interior. It's an automatic with a 2.2L diesel engine, AWD, and has clocked 7 seats.",11999
"I have a 2021 Hyundai Venue Active, a used SUV with an efficient 1.6L engine and automatic transmission. It's a front-wheel drive with just 78735 km on the odometer.",22990
"I have a 2011 Mercedes-Benz C-CLASS W204 blue, used. It's an automatic, rear-wheel drive, and has a mileage of 108788 km.",17990
"I have a 2023 Mazda CX-3 Akari, a used model with a sleek grey exterior. It's an automatic, front-wheel drive, and has a black interior.",42288
"I have a 2020 Mazda CX-5 GT, a sleek grey SUV. It's an automatic with a 2.5L engine, AWD, and has 46220 km on the odometer.",40898
"I have a 2016 Toyota C-HR G, white with white interior. It's an automatic, unspecified engine size, with 96011 km on the odometer.",28888
"I am looking at a 2011 Ford Fiesta Zetec, a silver hatchback with automatic transmission, 1.6 L, 4 cyl engine, and 144914 km on the clock.",8995
"I have a 2020 Hyundai I30 Active, a hatchback in white with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 55,676 km.",23980
"I have a 2018 Hyundai I30 Active, a hatchback in blue with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 34001 km on the odometer.",23990
"I am looking at a 2009 Subaru Impreza G3 MY09 RX, black, used. It's a hatchback with an automatic transmission and 192272 km on the clock.",10950
"I am looking at a 2014 Nissan Navara D40 Series 7 Titanium. It's a white 2014 Nissan Navara D40 Series 7 Titanium, automatic, with 108285 km.",26888
"I have a 2003 Nissan Patrol ST (4X4), a white SUV with a grey interior. It's a 4-cylinder, 3 L diesel, automatic, and has 332861 km.",16880
"A 2018 Mercedes-Benz C300 Wagon, white, with a grey interior, 2L 4 cyl engine, rear-wheel drive, automatic, having covered 66409 km.",49800
"A sleek 2017 Mercedes-Benz A250 Whiteart Edition is available. It's an automatic with a 2 L, 4-cylinder engine, AWD, and has 91084 km on the odometer.",36800
"It's a 2019 Tesla Model S Performance, black exterior, black interior, equipped with an automatic gearbox, 0 L, 0L engine, and 39136 km on the clock.",159888
"I have a 2023 Volkswagen Polo Life DEMO, a used blue hatchback with black interior. It's an automatic with a 1 L, 3 cyl engine, and has clocked 1501 km.",37990
"I am looking at a 2012 Holden Cruze CDX, a white, 1.8-liter 4-cylinder engine, front-wheel drive, automatic, and 120732 kilometers driven.",9950
"I have a 2010 Audi Q5 8R TDi Wagon, grey with grey interior. It's a used model, with a diesel engine, and has clocked 237951 km.",13990
"A 2003 Audi A4 2.4 Sedan, gold with a leather interior, has an automatic transmission, 2.4 L, 6 cyl engine, and 115910 km on the odometer.",5888
"I have a 2017 Suzuki Vitara S Turbo, a blue SUV with an automatic transmission, 1.4-liter 4-cylinder engine, and 16409 km on the odometer.",28888
"I have a 2014 Hyundai I30 Elite 1.6 Crdi, grey hatchback with grey interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 114236 km.",14990
"I am looking at a used 2017 Tesla Model X 90D. This blue model features a 0 L, 4WD electric vehicle, with 55,676 km on it.",79800
"A 2021 Audi A1 30 Tfsi S Tronic, green, with a 3 cyl 1L engine, front-wheel drive, automatic, 20000 km on the odometer.",32480
"For sale: 2013 Ford Focus ST, a sleek hatchback. It features an automatic transmission, 2 L, 4-cylinder engine, and has covered 105378 km. The engine's specifications are not listed.",22990
"A sleek 2017 Mercedes-Benz GLE63 S4Matic SUV, featuring an automatic gearbox, 5.5L engine, and a stylish black interior. This used car has travelled a mere 59982 kilometers.",109999
"There is a used 2016 Holden Cruze Equipe in red, featuring a 1.8 L, 4 cyl engine, automatic, and 92565 km on the odometer.",13990
"There is a black 2015 Mitsubishi ASX XLS, a used SUV with an efficient 2L engine and automatic transmission. It's a front-wheel drive with just 64280 km on the odometer.",20990
"A 2019 Mitsubishi ASX ES is available, white with a grey interior. This 4-door SUV features an automatic gearbox, a 2-liter 4-cylinder engine, and has 21955 km.",24990
"I have a 2011 Holden Commodore Omega, a white 2011 hatchback with black interior. It's an automatic with a 3 L, 4-cylinder engine, rear drive, and has clocked 141895 km.",11990
"There's a used 2019 Toyota Camry Ascent in silver available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 29027 km.",37990
"I have a 2017 Suzuki Vitara S Turbo, a white 2017 Suzuki Vitara S Turbo, used. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked 58183 km.",28990
"I have a 2019 Volkswagen Transporter TDI 340 Crewvan SWB LOW, white with grey interior. It's a 4-cylinder, 2L diesel, automatic, with 97650 km.",39280
"A 2017 Holden Astra RS-V is available, with a blue exterior and black interior. This hatchback features a 1.6 L, 4 cyl engine, automatic, and has covered 102581 km.",16999
"I am looking at a used 2012 Nissan Navara ST-R, white, diesel. It features a 2.5L 4-cylinder engine, automatic, and has covered 278697 km.",16999
"I am looking at a 2012 Hyundai IX35 Active, a silver SUV with a grey interior. It's got a 2L 4-cylinder engine, automatic, and has covered 5 seats.",10995
"I am looking at a used 2015 Mitsubishi ASX LS, white exterior. It features a grey interior, 2L 4 cyl engine, automatic, and has 65398 km.",19990
"There's a used 2018 Mercedes-Benz C43 Coupe in the lot, white exterior, black interior, 3 L, 6 cyl engine, automatic, with 49254 km on it.",85880
"I am looking at a 2015 Hyundai Veloster + a white hatchback. It features a 1.6 L, 4 cyl engine, automatic, and has covered 39500 km.",20990
"I have a 2018 Hyundai Sonata Active, a white 2018 Hyundai Sonata Sedan. It's an automatic with a 2.4 L, 4 cyl engine, and has 85437 km on the odometer.",21990
"I have a 2019 LDV T60 Luxe, white with a 2.8 L, 4 cyl engine, automatic, and 73203 km on the odometer.",27990
"A 2018 Mercedes-Benz A250 4Matic AMG Line is available, red with leather. This 4-cylinder, 2L engine, automatic, has 75640 km on the odometer.",39990
"I am looking at a 2010 Volkswagen Golf 118 TSI Comfortline. White hatchback, automatic, 1.4 L, 4 cyl engine, with 73262 kilometers.",10999
"I have a 2021 Volkswagen Tiguan, a used black SUV with a black interior. It's an automatic with a 2L engine, AWD, and has clocked 16239 km.",66888
"A 2017 Mitsubishi Lancer ES Sport is available, blue with a grey interior. This 4-cylinder, 2 L engine, automatic, has 133331 km on the odometer.",17995
"I have a 2017 Hyundai Tucson Active X, a sleek SUV. It's an automatic with a 2L engine, front-wheel drive, and has 82863 km on the odometer.",23990
"I have a 2015 Alfa Romeo Giulietta Verde, a red hatchback with black interior. It's an automatic with a 1.7 L, 4 cyl engine, and has 55,676 km.",22880
"I am looking at a 2012 Mercedes-Benz B180, a red hatchback with automatic transmission, 1.7 L, 4 cyl engine, grey interior, and 5 doors.",9999
"I am looking at a 2020 Mercedes-Benz C43. It's a grey 2020 Mercedes-Benz C43, 4 cyl 3L engine, automatic, AWD, and has 17000 km.",99900
"There's a used 2017 BMW 320D Sedan in silver available. It's diesel, automatic, with a 2L 4-cylinder engine, and has done 95522 kilometers.",29800
"I am looking at a 2009 Holden Statesman V6, a white white with grey interior. It's a 6-door, 5-seater, with a 3.6 L, 6-cylinder engine, and has traveled 228422 km.",13990
"I have a 2019 Mercedes-Benz C200, a white 2019 Mercedes-Benz C200, used. It's an automatic with a 2 L, 4-cylinder engine, rear drive, and has clocked 19187 kilometers.",61990
"A 2014 Nissan Altima ST is available, blue with grey interior. This 4-door sedan features an automatic gearbox, a 2.5L 4-cylinder engine, and has 181450 km.",14880
"I am looking at a used 2007 Toyota Hilux SR, silver, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 302602 km.",18999
"I have a 2017 Hyundai I30 Active, white hatchback with a diesel 1.6 L engine. It's an automatic with just 4 cyl engine, 5 doors, 5 seats.",21000
"I have a 2015 Volvo XC60 D5 R-Design, white SUV with a black interior. It's an automatic with a 2.4L diesel engine, AWD, and has clocked 93593 km.",28800
"I am looking at a used 2016 BMW X4 Xdrive 35D. It features a 3 L, 6 cyl diesel engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",39800
"I am looking at a 2022 MG MG3, used, white, grey interior. It's a 4-cylinder, 1.5L engine, front-wheel drive, and has 683 km on the odometer.",20480
"I am looking at a used 2018 Subaru Outback 2.5I Premium. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's done 136562 kilometers.",27950
"I have a 2017 Skoda Superb 162 TSI, grey exterior with black interior. It's a 4-door Wagon with a 2L engine, 5 seats, and has 133096 km.",23990
"I have a 2020 Audi Q3 40 Tfsi Quattro S Line, a black SUV with a black interior. It's an automatic with a 2L engine, AWD, and has 22948 km on the odometer.",66880
"I have a 2017 Subaru WRX STI Spec R, a black 2017 Subaru STI Spec R, used. It's an automatic with a 2.5 L, 4 cyl engine, and has 55,676 km.",51999
"I am looking at a used 2016 Hyundai Iload 3S liftback. It features an automatic transmission, 2.5L engine, rear-wheel drive, and has covered 3 doors, 3 seats.",18990
"I have a 2023 BMW 320I M Sport, 2L 4 cyl, automatic, rear-wheel drive, black color, black interior, used with 1569 km driven.",86980
"I have a 2011 Holden Barina Hatchback, grey exterior and interior, 4 cyl 1.6 L engine, front-wheel drive, automatic, with 179868 km on it.",5995
"I have a 2016 Land Rover Range Rover Sport 3.0 V6 SC HSE, white with a white interior. It's a 4-door SUV with 117876 km.",58800
"I am looking at a 2012 Mini Cooper S, a green hatchback with automatic transmission, 1.6 L, 4 cyl engine, and 103483 km on the clock.",15999
"I am looking at a used 2013 Hyundai Veloster + 1.6L 4-cylinder engine, automatic, front-wheel drive, and 172961 kilometers on the odometer.",15880
"I have a 2023 BMW 320I M Sport, 2L 4 cyl, rear-wheel drive, automatic, in grey with black interior, and have clocked 1598 km.",86990
"I am looking at a used 2018 Holden Colorado LTZ. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 81645 km.",37888
"I have a 2018 Audi Q3 1.4 Tfsi, a white 2018 Audi Q3 1.4 Tfsi, used. It's a front-wheel drive with an automatic transmission and a black interior, having 51350 km.",39990
"I am looking at a white 2019 Hyundai Sonata Sedan. It's a front-wheel drive with an automatic transmission and a 2.4 L, 4 cyl engine, having 13,7004 km.",21950
"I have a 2015 Nissan Serena Highway Star HYBRID, white with black interior. It's an automatic, unspecified engine size, with 124295 km.",23888
"2017 Toyota Corolla Hybrid, red, with a black interior, hatchback. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 68900 km.",27990
"I have a 2017 Mazda BT-50 GT, a white SUV with black interior. It's an automatic with a 3.2L engine, 4 cyl engine, and has clocked 88540 km.",39888
"I am looking at a used 2013 BMW X3 X3 SUV, blue with a leather interior. It's got a 2L diesel engine, automatic transmission, and has covered 175040 km.",17999
"There is a used 2017 Kia Stinger GT in white, a 6-door SUV with an automatic transmission. It's a 4-cylinder, 3.3 L engine, and has traveled 66586 km.",42880
"I am looking at a used 2016 Isuzu D-MAX SX. it comes with an automatic gearbox and a diesel engine, with 179062 km.",32950
"I am looking at a 2021 Toyota Corolla Ascent Sport + TR KIT, white with a black interior. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 34078 km on the clock.",30990
"I have a 2017 Toyota C-HR G, black, used. It's an automatic, with 94656 km, and has clocked a total of 956 km.",29999
"I have a 2016 Mazda CX-5 Maxx Sport, white exterior, black interior, 2L 4 cyl engine, front-wheel drive, automatic, with 55,723 km on it.",26990
"I am looking at a red Mazda 3 Maxx Sport, a sleek hatchback. It features a 2 L, 4-cylinder engine, automatic, and has covered 333632 km.",2995
"A 2018 Audi Q7 TDI Quattro, silver, with a 3 L diesel engine, automatic, AWD, and 102671 km on the odometer.",44900
"I have a 2021 Audi A1 30 Tfsi S Tronic, red hatchback with a diesel 1L engine, automatic, and 22856 km on the odometer.",32480
"I have a 2012 Hyundai IX35 Active, a sleek SUV. It's an automatic with a 2L engine, front-wheel drive, and has 181595 km on the odometer.",9800
"I am looking at a 2012 Lexus LS460 Sport, automatic, 4.6 L, 8 cyl engine, rear drive, white with black interior, used with 130985 km.",39888
"I am looking at a used 2023 Volkswagen T-ROC R DSG. It's a used model, with a black interior, and has clocked 15 km.",66250
"I have a 2015 Fiat 500 POP, a red hatchback with black interior. It's an automatic with a 1.2 L, 4 cyl engine, and has clocked 49060 km.",14990
"It's a 2006 Toyota Estima Aeras, black, grey, automatic, used. It's an automatic, unspecified engine size, with 93615 km.",16990
"I am looking at a 2021 Toyota RAV4 GXL, white, used. It comes with an automatic gearbox, 2.5L engine, and AWD. It's clocked 28438 km.",52990
"I have a 2015 Subaru WRX STI Premium, red with grey interior, used. It's a 4-door sedan with a 2.5 L, 4 cyl engine, 5 seats.",41880
"I am looking at a 2016 Hyundai Accent Active, a white hatchback with black interior. It has an automatic gearbox, 1.4 L, 4 cyl engine, and 64136 km on the odometer.",17990
"I have a 2009 Toyota Aurion AT-X, a black SUV with grey interior. It's an automatic with a 3.5 L, 6 cyl engine, and has 116598 km on the odometer.",13990
"It's a 2019 Nissan Qashqai TI SUV, black exterior, leather interior, equipped with a 2L 4-cylinder engine and automatic transmission, front-wheel drive, and 73104 km on the odometer.",29990
"I am looking at a 2009 Holden Cruze CDX, a blue hatchback with automatic transmission, 1.8 L, 4 cyl engine, and 135001 km driven.",9990
"I have a 2018 LDV G10 commercial, 4-door with a 1.9 L, 4-cylinder engine, rear drive, in white. It's an automatic with just 13,4033 km.",21995
"A 2008 Holden Astra CD is available, with a grey interior and automatic transmission. It's a 4-cylinder, 1.8 L engine, and has covered 100996 km.",7990
"It's a 2015 Ford Ranger XL 3.2L diesel, automatic, with a 3.2L engine, and 229,894 km on the odometer.",28990
"I am looking at a used 2019 Toyota Hilux SR5. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 131000 km.",47999
"I am looking at a 2006 Toyota Estima Hybrid, silver, used. It comes with an automatic gearbox and has traveled 157930 km. Engine details are not specified.",15900
"I am looking at a used 2016 Mercedes-Benz C200 D, grey, diesel. It features a 1.6 L, 4 cyl engine, automatic, and has covered 77323 km.",37950
"It's a 2016 Mitsubishi Triton GLX, white, diesel. Automatic transmission, 2.4 L, 4-cylinder engine, and it's done 96739 kilometers.",27990
"I have a 2016 Kia Cerato S S sedan, grey with grey interior. It's a 4-door sedan with a 2 L, 4 cyl engine, and has 140267 km.",15500
"I am looking at a used 2011 Holden Commodore SV6. it features a 3.6 L, 6 cyl engine, rear drive, and has covered 144056 km.",16990
"I have a 2017 Mitsubishi Triton GLX, a white 2017 Mitsubishi Triton GLX, used. It's an automatic with a 2.4 L, 4 cyl engine, rear drive, and has 229,747 km.",18999
"A 2017 Audi A3 2.0 Tfsi Quattro Sport is available. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 92657 km on the clock.",28800
"I am looking at a used 2007 Holden Rodeo LT. It features a 6 cyl 3.6L engine, rear drive, and has 236527 km.",13990
"I am looking at a 2012 Toyota Estima Aeras, white, used. It comes with an automatic gearbox and a mileage of 120738 km. Engine details are not specified.",18900
"It's a 2005 Toyota Camry Altise, white, with a 2.4 L, 4-cylinder engine, front-wheel drive, and has 208899 km on the odometer.",5600
"I have a 2019 Hyundai I30 Active, blue hatchback with grey interior. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 52043 km.",23990
"I have a 2021 Toyota Hilux SR, a white SUV with black interior. It's an automatic with a 2.8 L, 4 cyl engine, and has clocked 4 doors, 5 seats.",57888
"I am looking at a used 2013 Mitsubishi Outlander ES (4X4) in white. It features a 2.4L 4-cylinder engine, automatic, and has covered 160511 km.",16880
"There is a used 2014 Holden Cruze CD in white, featuring a 1.8 L, 4 cyl engine, automatic, and a stylish black interior. It's done 232847 kilometers.",7995
"I have a 2011 Hyundai I40 Premium, grey exterior, 2L 4 cyl engine, front-wheel drive, automatic, and 248874 km on the odometer.",10990
"There is a used 2015 Ford Mondeo Ambiente in white, featuring a black interior. It's an automatic with a 2 L, 4-cylinder engine, front-wheel drive, and has clocked 84077 km.",18980
"I have a 2019 Hyundai I30 Active, a hatchback in grey with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 55,678 km.",23990
"I am looking at a 2005 Suzuki Swift, a sleek hatchback. It features an automatic transmission, 1.5 L, 4 cyl engine, and has covered 45,676 km.",9983
"I am looking at a used 2017 Mitsubishi Pajero Exceed LWB, silver, diesel. It features a 3.2L 4-cylinder engine, automatic, and has covered 159367 km.",39990
"It's a 2020 Mitsubishi Eclipse Cross LS, red, with a red exterior and interior, used. Features include an automatic transmission, 1.5L engine, and 60411 km on the clock.",28777
"I am looking at a 2014 Hyundai Veloster SR Turbo, a black hatchback with automatic transmission, 1.6 L, 4 cyl engine, and 137640 km on the clock.",17888
"A 2008 Holden Statesman V6 is available, white with a 3.6 L, 6 cyl engine, rear-wheel drive, automatic, having covered 120725 km.",13990
"I am looking at a 2020 Kia RIO S, a white hatchback with automatic transmission, 1.4 L, 4 cyl engine, and 41599 km on the clock.",21990
"I have a 2018 Mitsubishi Triton GLX, a white 2018 Mitsubishi Triton GLX, used. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 5 doors, 5 seats.",23990
"It's a 2002 Toyota Camry Sportivo, yellow, with a 3 L, 4-cylinder engine, front-wheel drive, and has clocked 212232 km.",5995
"I am looking at a used 2009 BMW X5 Xdrive 30I. It features a 3 L, 6 cyl engine, automatic, and has covered 173427 km.",14490
"I am looking at a white 2016 Toyota Yaris Ascent. It's a hatchback with an automatic transmission, 1.3 L, 4 cyl engine, and 116052 km on the clock.",16950
"I have a 2016 Toyota Hiace LWB, white with grey interior. It's a 4-cylinder, 3 L diesel, automatic, with 237,837 km.",32990
"I am looking at a used 2023 GWM ORA standard. It's a used black with a black interior, automatic transmission, and has covered 55,676 km.",45550
"I have a 2022 Toyota Kluger GXL eFour, used. It's an automatic, with a mileage of 5 grey, and has a mileage of 5.",79877
"It's a 2019 Toyota Camry Ascent, white with a black interior, used. Features include an automatic transmission, 2.5 L, 4 cyl engine, and 55,677 km on the clock.",29990
"I am looking at a 2012 Ford Falcon G6E Ecoboost, white, used. It comes with an automatic gearbox, a 2-liter 4-cylinder engine, rear drive, and has traveled 248457 km.",12950
"I have a 2017 Ford Ranger XL 3.2L diesel engine, white with grey interior, used. It's an automatic with a 3.2L engine, and has clocked 190896 km.",27990
"I am looking at a 2018 Holden Commodore RS, a grey hatchback with automatic transmission, 3.6 L, 6 cyl engine, and 128056 km on the clock.",21995
"I have a 2014 BMW X5 Xdrive 25D, used. It's an automatic with a 2L diesel engine, AWD, and has clocked 5 doors, 5 seats.",29990
"I am looking at a 2015 BMW 225I Active Tourer, silver, cyl 2L 4 cyl, front-wheel drive, automatic, 36705 km.",26950
"There's a used 2015 Porsche Macan S SUV in white available. It's equipped with an automatic gearbox, a 3 L, 4 cyl engine, and has done 140572 km.",49800
"I have a 2012 Mitsubishi Pajero Exceed LWB, a black SUV with a black interior. It's an automatic with a 3.2L engine, and has clocked 259677 km.",22999
"I have a 2012 Volkswagen Polo GTI, a hatchback in red with a black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has 110,404 km.",15999
"I have a 2018 Ford Everest Ambiente, white exterior, grey interior. It's a diesel with a 3.2L engine, automatic, and has clocked 115150 km.",34990
"I am looking at a used 2022 Mitsubishi Outlander Exceed Tourer, black with a black interior. It's got a 2.5L engine, automatic transmission, and has covered 7565 km.",58480
